putaway_id,transaction_date,transaction_time,store_id,employee_id,employee_name,product_id,sku,quantity_received,quantity_putaway,shelf_location,status,time_to_putaway_minutes,quality_check_passed,remarks
PUT000207,2026-06-03,10:03,S005,EMP0038,Amit Verma,PROD00126,SKU000126,28,3,D2-3,Quality Hold,30,True,Temperature issue
PUT000208,2026-06-27,21:54,S002,EMP0024,Anjali Gupta,PROD00021,SKU000021,12,22,D8-4,Delayed,16,True,None
PUT000209,2026-06-04,17:11,S002,EMP0026,Priya Sharma,PROD00098,SKU000098,33,5,C8-4,Delayed,33,True,None
PUT000210,2026-07-16,17:51,S002,EMP0006,Kunal Reddy,PROD00022,SKU000022,39,29,E4-5,Completed,112,True,None
PUT000211,2026-05-31,13:30,S005,EMP0025,Rajesh Sharma,PROD00147,SKU000147,24,8,D1-5,Partial,20,False,None
PUT000212,2026-07-01,10:02,S002,EMP0017,Kunal Mehta,PROD00050,SKU000050,32,8,D4-2,Delayed,45,False,None
PUT000213,2026-07-12,23:20,S004,EMP0028,Rohan Mehta,PROD00102,SKU000102,22,36,D1-5,Quality Hold,19,True,None
PUT000214,2026-07-05,09:50,S005,EMP0007,Vikram Kulkarni,PROD00028,SKU000028,23,37,C7-3,Quality Hold,88,True,None
PUT000215,2026-05-07,14:25,S004,EMP0002,Pooja Singh,PROD00045,SKU000045,14,42,E7-1,Quality Hold,118,True,None
PUT000216,2026-06-23,17:01,S001,EMP0039,Suresh Reddy,PROD00069,SKU000069,26,22,C5-4,Completed,116,True,None
PUT000217,2026-06-15,14:46,S004,EMP0035,Neha Verma,PROD00083,SKU000083,31,41,A4-4,Partial,110,True,None
PUT000218,2026-05-22,22:50,S005,EMP0020,Disha Mehta,PROD00015,SKU000015,15,7,C9-4,Partial,104,True,None
PUT000219,2026-07-20,07:15,S002,EMP0017,Kunal Mehta,PROD00052,SKU000052,7,32,A6-2,Delayed,52,True,None
PUT000220,2026-06-03,17:31,S001,EMP0004,Priya Reddy,PROD00062,SKU000062,43,31,B8-5,Delayed,49,True,None
PUT000221,2026-04-26,18:03,S001,EMP0029,Pooja Verma,PROD00008,SKU000008,15,39,B4-2,Partial,39,True,None
PUT000222,2026-05-19,10:41,S001,EMP0004,Priya Reddy,PROD00122,SKU000122,16,41,A4-3,Delayed,96,False,None
PUT000223,2026-06-18,20:16,S004,EMP0027,Anjali Gupta,PROD00090,SKU000090,18,32,C9-5,Quality Hold,79,True,None
PUT000224,2026-05-19,15:43,S003,EMP0023,Vikram Reddy,PROD00073,SKU000073,11,33,A6-3,Delayed,115,True,None
PUT000225,2026-05-01,22:48,S003,EMP0014,Sneha Joshi,PROD00039,SKU000039,20,6,E7-3,Partial,97,True,None
PUT000226,2026-05-21,18:24,S003,EMP0015,Disha Verma,PROD00108,SKU000108,7,40,E4-3,Partial,92,True,None
PUT000227,2026-05-24,11:53,S003,EMP0023,Vikram Reddy,PROD00077,SKU000077,47,38,B5-1,Quality Hold,21,False,None
PUT000228,2026-05-13,13:22,S002,EMP0026,Priya Sharma,PROD00023,SKU000023,19,50,C7-3,Delayed,38,True,None
PUT000229,2026-05-25,08:30,S001,EMP0039,Suresh Reddy,PROD00014,SKU000014,17,35,A7-5,Delayed,57,True,None
PUT000230,2026-07-06,20:09,S002,EMP0026,Priya Sharma,PROD00105,SKU000105,25,48,B2-4,Delayed,85,True,None
PUT000231,2026-05-03,14:13,S001,EMP0004,Priya Reddy,PROD00116,SKU000116,15,39,B8-1,Partial,83,True,None
PUT000232,2026-05-30,18:00,S004,EMP0027,Anjali Gupta,PROD00123,SKU000123,7,37,B6-1,Delayed,101,True,None
PUT000233,2026-07-21,17:19,S001,EMP0018,Rohan Singh,PROD00058,SKU000058,13,9,D9-5,Delayed,26,True,None
PUT000234,2026-06-15,22:21,S003,EMP0021,Disha Singh,PROD00134,SKU000134,32,46,B6-4,Delayed,101,True,None
PUT000235,2026-06-02,10:13,S001,EMP0018,Rohan Singh,PROD00058,SKU000058,6,40,E3-1,Delayed,96,True,None
PUT000236,2026-06-05,07:38,S003,EMP0040,Neha Verma,PROD00137,SKU000137,8,45,A1-1,Completed,58,True,None
PUT000237,2026-07-08,10:13,S005,EMP0019,Vikram Yadav,PROD00122,SKU000122,49,46,A5-4,Completed,89,True,None
PUT000238,2026-05-05,09:32,S005,EMP0013,Rohan Joshi,PROD00108,SKU000108,44,10,C2-1,Quality Hold,30,True,None
PUT000239,2026-06-20,19:18,S005,EMP0016,Sneha Kulkarni,PROD00092,SKU000092,15,5,E8-2,Quality Hold,47,True,None
PUT000240,2026-07-22,21:09,S001,EMP0008,Anjali Sharma,PROD00147,SKU000147,10,35,A2-3,Partial,63,True,None
PUT000241,2026-05-25,07:54,S001,EMP0008,Anjali Sharma,PROD00045,SKU000045,23,26,C7-1,Completed,113,False,None
PUT000242,2026-07-22,17:57,S002,EMP0012,Neha Singh,PROD00085,SKU000085,33,42,C2-3,Delayed,28,True,None
PUT000243,2026-06-02,21:51,S004,EMP0011,Disha Reddy,PROD00099,SKU000099,31,44,B2-2,Completed,113,True,None
PUT000244,2026-05-31,20:11,S005,EMP0025,Rajesh Sharma,PROD00146,SKU000146,44,27,C10-1,Partial,66,True,None
PUT000245,2026-06-01,14:41,S004,EMP0002,Pooja Singh,PROD00017,SKU000017,25,3,E10-5,Partial,90,True,None
PUT000246,2026-05-18,13:30,S005,EMP0007,Vikram Kulkarni,PROD00111,SKU000111,27,45,D3-5,Completed,6,True,None
PUT000247,2026-05-20,11:04,S004,EMP0035,Neha Verma,PROD00127,SKU000127,36,23,B6-3,Completed,69,True,None
PUT000248,2026-05-02,08:29,S004,EMP0027,Anjali Gupta,PROD00061,SKU000061,33,39,D2-4,Quality Hold,45,True,None
PUT000249,2026-05-01,19:02,S001,EMP0008,Anjali Sharma,PROD00104,SKU000104,40,38,A2-5,Delayed,118,True,None
PUT000250,2026-06-27,07:52,S004,EMP0011,Disha Reddy,PROD00094,SKU000094,19,32,C9-5,Quality Hold,96,True,None
PUT000251,2026-05-27,06:21,S001,EMP0008,Anjali Sharma,PROD00057,SKU000057,27,43,C9-5,Delayed,94,True,None
PUT000252,2026-07-02,09:16,S004,EMP0010,Kunal Verma,PROD00105,SKU000105,44,15,B2-4,Partial,63,True,None
PUT000253,2026-06-10,09:49,S001,EMP0033,Sneha Verma,PROD00012,SKU000012,33,32,E9-2,Quality Hold,5,True,None
PUT000254,2026-07-17,21:59,S005,EMP0022,Sneha Singh,PROD00150,SKU000150,37,14,E3-2,Completed,54,True,None
PUT000255,2026-05-07,19:38,S003,EMP0023,Vikram Reddy,PROD00099,SKU000099,49,18,C7-3,Delayed,62,True,None
PUT000256,2026-06-01,23:55,S005,EMP0038,Amit Verma,PROD00077,SKU000077,25,48,E4-2,Partial,84,False,None
PUT000257,2026-04-27,11:32,S003,EMP0036,Disha Mehta,PROD00034,SKU000034,39,47,C2-3,Quality Hold,79,True,None
PUT000258,2026-04-24,15:56,S004,EMP0032,Pooja Sharma,PROD00137,SKU000137,32,3,E2-1,Quality Hold,23,True,None
PUT000259,2026-07-16,15:43,S002,EMP0024,Anjali Gupta,PROD00042,SKU000042,21,12,A5-2,Completed,50,True,None
PUT000260,2026-05-06,18:15,S005,EMP0016,Sneha Kulkarni,PROD00144,SKU000144,37,47,C1-4,Quality Hold,58,True,None
PUT000261,2026-05-14,12:39,S001,EMP0004,Priya Reddy,PROD00065,SKU000065,33,17,C10-5,Partial,104,False,None
PUT000262,2026-06-16,11:11,S004,EMP0010,Kunal Verma,PROD00020,SKU000020,37,10,D1-4,Delayed,76,True,None
PUT000263,2026-07-03,16:29,S005,EMP0019,Vikram Yadav,PROD00002,SKU000002,50,12,A3-3,Completed,104,True,None
PUT000264,2026-04-30,23:22,S003,EMP0021,Disha Singh,PROD00147,SKU000147,9,48,C9-2,Partial,71,True,None
PUT000265,2026-07-03,18:05,S004,EMP0028,Rohan Mehta,PROD00138,SKU000138,27,17,B6-3,Delayed,42,True,None
PUT000266,2026-05-05,06:07,S005,EMP0025,Rajesh Sharma,PROD00144,SKU000144,47,25,D4-5,Partial,10,True,None
PUT000267,2026-06-05,23:46,S001,EMP0033,Sneha Verma,PROD00066,SKU000066,23,4,E6-5,Quality Hold,67,True,None
PUT000268,2026-05-01,08:06,S002,EMP0026,Priya Sharma,PROD00132,SKU000132,15,37,E1-1,Partial,90,True,None
PUT000269,2026-06-26,12:34,S004,EMP0035,Neha Verma,PROD00027,SKU000027,49,50,D2-2,Completed,63,False,None
PUT000270,2026-07-19,11:50,S001,EMP0008,Anjali Sharma,PROD00014,SKU000014,21,38,A10-2,Delayed,57,True,None
PUT000271,2026-05-04,06:24,S004,EMP0027,Anjali Gupta,PROD00081,SKU000081,48,10,E1-5,Completed,101,False,None
PUT000272,2026-07-18,09:18,S001,EMP0030,Pooja Reddy,PROD00129,SKU000129,48,22,E2-3,Quality Hold,53,True,None
PUT000273,2026-07-20,13:08,S004,EMP0010,Kunal Verma,PROD00137,SKU000137,30,37,C3-3,Delayed,6,True,None
PUT000274,2026-07-05,18:34,S001,EMP0004,Priya Reddy,PROD00002,SKU000002,40,8,C4-3,Partial,57,True,None
PUT000275,2026-07-05,14:12,S002,EMP0012,Neha Singh,PROD00057,SKU000057,12,14,E1-5,Quality Hold,87,True,None
PUT000276,2026-06-16,12:46,S001,EMP0029,Pooja Verma,PROD00026,SKU000026,42,34,C6-2,Partial,17,True,None
PUT000277,2026-07-15,20:21,S002,EMP0026,Priya Sharma,PROD00125,SKU000125,44,45,C10-2,Delayed,108,True,None
PUT000278,2026-07-02,13:45,S001,EMP0030,Pooja Reddy,PROD00064,SKU000064,46,30,C6-2,Delayed,117,True,None
PUT000279,2026-05-27,21:35,S003,EMP0040,Neha Verma,PROD00079,SKU000079,11,14,E2-3,Partial,119,True,None
PUT000280,2026-06-20,22:40,S001,EMP0008,Anjali Sharma,PROD00005,SKU000005,6,40,E7-5,Partial,9,True,None
PUT000281,2026-05-15,17:25,S005,EMP0025,Rajesh Sharma,PROD00039,SKU000039,19,40,C3-4,Completed,55,True,None
PUT000282,2026-07-22,10:28,S002,EMP0012,Neha Singh,PROD00132,SKU000132,15,14,E10-2,Quality Hold,50,True,None
PUT000283,2026-05-22,17:14,S002,EMP0006,Kunal Reddy,PROD00068,SKU000068,7,45,B9-3,Quality Hold,65,True,None
PUT000284,2026-07-18,14:53,S003,EMP0003,Pooja Reddy,PROD00134,SKU000134,21,40,E10-2,Quality Hold,88,True,None
PUT000285,2026-05-09,13:33,S001,EMP0029,Pooja Verma,PROD00097,SKU000097,30,25,C8-4,Completed,69,True,None
PUT000286,2026-07-02,14:13,S002,EMP0006,Kunal Reddy,PROD00132,SKU000132,14,14,B6-5,Completed,89,True,None
PUT000287,2026-06-11,21:13,S001,EMP0039,Suresh Reddy,PROD00123,SKU000123,42,13,D1-2,Completed,21,True,None
PUT000288,2026-07-03,10:03,S002,EMP0037,Pooja Singh,PROD00011,SKU000011,15,19,B9-4,Completed,117,False,None
PUT000289,2026-04-30,20:38,S003,EMP0003,Pooja Reddy,PROD00056,SKU000056,35,33,B4-4,Partial,106,True,None
PUT000290,2026-06-30,11:46,S005,EMP0038,Amit Verma,PROD00068,SKU000068,48,24,D10-5,Completed,34,True,None
PUT000291,2026-07-07,22:55,S001,EMP0004,Priya Reddy,PROD00052,SKU000052,37,46,D3-5,Completed,27,True,None
PUT000292,2026-05-08,21:42,S001,EMP0008,Anjali Sharma,PROD00024,SKU000024,13,41,E1-4,Quality Hold,52,True,None
PUT000293,2026-05-17,18:22,S004,EMP0010,Kunal Verma,PROD00124,SKU000124,42,50,E2-4,Partial,37,True,None
PUT000294,2026-06-24,19:16,S001,EMP0029,Pooja Verma,PROD00140,SKU000140,17,3,A10-5,Completed,71,True,None
PUT000295,2026-05-01,17:06,S002,EMP0026,Priya Sharma,PROD00105,SKU000105,14,30,E5-3,Quality Hold,77,True,None
PUT000296,2026-06-18,19:35,S004,EMP0035,Neha Verma,PROD00053,SKU000053,40,33,B6-5,Quality Hold,37,True,None
PUT000297,2026-06-09,09:47,S004,EMP0032,Pooja Sharma,PROD00036,SKU000036,19,31,B2-2,Quality Hold,105,True,None
PUT000298,2026-05-06,06:51,S001,EMP0009,Kunal Mehta,PROD00100,SKU000100,10,12,D10-4,Completed,13,True,None
PUT000299,2026-06-06,18:39,S001,EMP0004,Priya Reddy,PROD00099,SKU000099,46,36,C10-1,Partial,86,True,None
PUT000300,2026-07-22,12:02,S002,EMP0037,Pooja Singh,PROD00074,SKU000074,43,35,E4-5,Partial,91,True,None
PUT000301,2026-06-23,14:49,S001,EMP0009,Kunal Mehta,PROD00023,SKU000023,30,25,D7-5,Partial,71,True,None
PUT000302,2026-04-24,15:46,S001,EMP0008,Anjali Sharma,PROD00141,SKU000141,40,40,C6-3,Partial,82,True,None
PUT000303,2026-06-02,11:26,S005,EMP0005,Rohan Singh,PROD00067,SKU000067,37,9,E2-5,Delayed,48,True,None
PUT000304,2026-06-21,18:36,S005,EMP0019,Vikram Yadav,PROD00114,SKU000114,35,18,C8-4,Completed,66,True,None
PUT000305,2026-07-15,13:51,S004,EMP0032,Pooja Sharma,PROD00057,SKU000057,25,29,C9-5,Completed,94,True,None
PUT000306,2026-06-17,08:35,S001,EMP0033,Sneha Verma,PROD00088,SKU000088,16,33,C6-2,Delayed,28,False,None
PUT000307,2026-06-29,13:47,S004,EMP0032,Pooja Sharma,PROD00052,SKU000052,20,19,B4-2,Partial,112,True,None
PUT000308,2026-07-04,21:39,S001,EMP0008,Anjali Sharma,PROD00021,SKU000021,5,37,A8-3,Delayed,68,True,None
PUT000309,2026-05-22,18:14,S002,EMP0037,Pooja Singh,PROD00072,SKU000072,41,11,A9-4,Quality Hold,74,True,None
PUT000310,2026-06-09,20:07,S004,EMP0035,Neha Verma,PROD00045,SKU000045,49,36,D6-1,Completed,91,True,None
PUT000311,2026-05-10,14:11,S001,EMP0030,Pooja Reddy,PROD00093,SKU000093,40,19,B5-4,Delayed,51,True,None
PUT000312,2026-05-30,17:54,S002,EMP0031,Neha Mehta,PROD00096,SKU000096,30,20,D3-5,Partial,78,True,None
PUT000313,2026-07-11,23:27,S003,EMP0040,Neha Verma,PROD00061,SKU000061,29,15,B3-4,Completed,27,True,None
PUT000314,2026-07-06,21:19,S005,EMP0038,Amit Verma,PROD00081,SKU000081,21,38,E1-4,Completed,93,True,None
PUT000315,2026-06-26,20:47,S003,EMP0021,Disha Singh,PROD00025,SKU000025,26,19,C6-5,Delayed,49,True,None
PUT000316,2026-07-08,23:11,S003,EMP0040,Neha Verma,PROD00051,SKU000051,23,25,C9-4,Quality Hold,118,True,None
PUT000317,2026-05-06,11:40,S003,EMP0021,Disha Singh,PROD00038,SKU000038,26,29,E10-4,Completed,15,True,None
PUT000318,2026-06-24,14:38,S003,EMP0015,Disha Verma,PROD00075,SKU000075,46,28,C8-3,Quality Hold,57,True,None
PUT000319,2026-07-21,08:13,S002,EMP0017,Kunal Mehta,PROD00065,SKU000065,15,28,A2-1,Quality Hold,75,True,Temperature issue
PUT000320,2026-06-03,14:39,S005,EMP0007,Vikram Kulkarni,PROD00027,SKU000027,14,8,D5-2,Partial,99,True,None
PUT000321,2026-05-04,11:01,S002,EMP0012,Neha Singh,PROD00135,SKU000135,7,45,C6-4,Quality Hold,116,True,None
PUT000322,2026-05-14,11:37,S004,EMP0010,Kunal Verma,PROD00139,SKU000139,43,32,E7-5,Delayed,49,True,None
PUT000323,2026-06-24,17:26,S001,EMP0039,Suresh Reddy,PROD00079,SKU000079,21,12,C1-1,Partial,49,True,None
PUT000324,2026-05-16,15:00,S001,EMP0039,Suresh Reddy,PROD00123,SKU000123,32,21,E4-1,Delayed,29,True,None
PUT000325,2026-05-29,18:53,S004,EMP0010,Kunal Verma,PROD00042,SKU000042,29,17,C2-4,Partial,71,False,None
PUT000326,2026-04-26,14:26,S003,EMP0015,Disha Verma,PROD00137,SKU000137,17,7,B3-3,Completed,86,True,None
PUT000327,2026-05-27,12:20,S003,EMP0036,Disha Mehta,PROD00126,SKU000126,6,12,A9-1,Partial,18,True,None
PUT000328,2026-07-07,13:05,S004,EMP0032,Pooja Sharma,PROD00003,SKU000003,14,3,D4-3,Quality Hold,44,True,None
PUT000329,2026-05-25,10:03,S001,EMP0030,Pooja Reddy,PROD00021,SKU000021,22,28,A9-4,Partial,29,True,None
PUT000330,2026-07-22,20:15,S001,EMP0018,Rohan Singh,PROD00099,SKU000099,7,15,D2-5,Partial,65,True,None
PUT000331,2026-06-14,23:33,S003,EMP0014,Sneha Joshi,PROD00011,SKU000011,12,19,D5-2,Delayed,118,True,None
PUT000332,2026-06-26,16:00,S001,EMP0018,Rohan Singh,PROD00112,SKU000112,15,20,E2-4,Partial,6,True,None
PUT000333,2026-04-26,17:49,S004,EMP0032,Pooja Sharma,PROD00040,SKU000040,10,18,B8-1,Delayed,102,True,None
PUT000334,2026-07-16,23:50,S003,EMP0036,Disha Mehta,PROD00040,SKU000040,11,11,D4-3,Delayed,108,True,None
PUT000335,2026-06-29,10:16,S001,EMP0033,Sneha Verma,PROD00092,SKU000092,7,34,D9-3,Quality Hold,29,True,None
PUT000336,2026-05-15,14:55,S003,EMP0015,Disha Verma,PROD00120,SKU000120,43,38,B2-5,Partial,62,True,None
PUT000337,2026-05-15,22:24,S003,EMP0021,Disha Singh,PROD00001,SKU000001,16,4,E6-5,Partial,46,False,None
PUT000338,2026-04-30,22:43,S005,EMP0022,Sneha Singh,PROD00049,SKU000049,36,38,B10-3,Delayed,57,True,None
PUT000339,2026-07-09,10:11,S001,EMP0008,Anjali Sharma,PROD00012,SKU000012,7,15,A8-2,Completed,9,True,None
PUT000340,2026-06-04,07:23,S004,EMP0028,Rohan Mehta,PROD00066,SKU000066,19,41,A1-2,Quality Hold,118,True,None
PUT000341,2026-05-03,19:52,S001,EMP0030,Pooja Reddy,PROD00143,SKU000143,28,48,A10-3,Completed,98,True,None
PUT000342,2026-07-14,09:46,S002,EMP0037,Pooja Singh,PROD00025,SKU000025,19,37,D4-2,Partial,77,True,None
PUT000343,2026-05-13,17:43,S005,EMP0022,Sneha Singh,PROD00028,SKU000028,34,47,D2-2,Partial,75,True,None
PUT000344,2026-06-10,17:57,S002,EMP0037,Pooja Singh,PROD00114,SKU000114,25,38,C6-4,Quality Hold,110,False,None
PUT000345,2026-05-07,18:49,S002,EMP0037,Pooja Singh,PROD00055,SKU000055,40,50,C6-4,Quality Hold,55,True,None
PUT000346,2026-07-19,22:08,S003,EMP0023,Vikram Reddy,PROD00005,SKU000005,24,3,C4-2,Delayed,7,False,None
PUT000347,2026-06-18,10:06,S005,EMP0038,Amit Verma,PROD00143,SKU000143,7,32,C3-2,Delayed,51,True,None
PUT000348,2026-06-24,08:36,S003,EMP0040,Neha Verma,PROD00077,SKU000077,30,39,B2-3,Quality Hold,27,True,None
PUT000349,2026-04-25,07:46,S005,EMP0007,Vikram Kulkarni,PROD00077,SKU000077,41,27,A1-3,Delayed,117,True,None
PUT000350,2026-07-08,07:19,S002,EMP0001,Pooja Gupta,PROD00098,SKU000098,38,5,C9-5,Partial,46,True,None
PUT000351,2026-06-25,20:48,S002,EMP0001,Pooja Gupta,PROD00101,SKU000101,43,39,E2-2,Quality Hold,42,True,None
PUT000352,2026-07-07,07:35,S003,EMP0003,Pooja Reddy,PROD00122,SKU000122,30,19,A7-5,Quality Hold,104,True,None
PUT000353,2026-07-06,21:25,S004,EMP0028,Rohan Mehta,PROD00051,SKU000051,46,39,B9-5,Partial,36,True,None
PUT000354,2026-05-29,08:07,S003,EMP0036,Disha Mehta,PROD00148,SKU000148,47,29,D6-3,Partial,46,True,None
PUT000355,2026-05-01,17:39,S001,EMP0029,Pooja Verma,PROD00044,SKU000044,33,42,B8-1,Partial,30,True,None
PUT000356,2026-07-04,13:39,S001,EMP0008,Anjali Sharma,PROD00014,SKU000014,14,21,A6-1,Delayed,62,True,Quantity mismatch
PUT000357,2026-06-11,12:34,S002,EMP0037,Pooja Singh,PROD00055,SKU000055,38,19,E8-5,Partial,93,True,None
PUT000358,2026-07-21,07:16,S004,EMP0028,Rohan Mehta,PROD00135,SKU000135,15,6,C4-5,Delayed,11,True,None
PUT000359,2026-07-22,17:55,S001,EMP0033,Sneha Verma,PROD00070,SKU000070,11,4,C7-2,Quality Hold,70,False,None
PUT000360,2026-06-13,08:11,S004,EMP0035,Neha Verma,PROD00137,SKU000137,17,35,D9-1,Completed,36,True,None
PUT000361,2026-06-11,06:22,S004,EMP0027,Anjali Gupta,PROD00041,SKU000041,48,25,C5-2,Delayed,108,True,None
PUT000362,2026-06-21,23:17,S004,EMP0035,Neha Verma,PROD00008,SKU000008,19,12,C7-2,Completed,98,True,None
PUT000363,2026-04-28,13:36,S005,EMP0016,Sneha Kulkarni,PROD00107,SKU000107,14,30,C10-3,Quality Hold,74,True,None
PUT000364,2026-05-01,10:19,S002,EMP0037,Pooja Singh,PROD00052,SKU000052,49,48,E3-4,Partial,88,True,None
PUT000365,2026-06-13,16:53,S001,EMP0008,Anjali Sharma,PROD00048,SKU000048,14,49,A6-4,Quality Hold,43,True,None
PUT000366,2026-05-03,09:08,S003,EMP0014,Sneha Joshi,PROD00049,SKU000049,16,4,E10-3,Partial,81,True,None
PUT000367,2026-04-27,21:08,S001,EMP0030,Pooja Reddy,PROD00021,SKU000021,37,41,D6-2,Quality Hold,67,True,None
PUT000368,2026-07-03,19:48,S002,EMP0017,Kunal Mehta,PROD00009,SKU000009,5,20,D4-2,Partial,13,True,None
PUT000369,2026-05-06,20:56,S004,EMP0032,Pooja Sharma,PROD00084,SKU000084,20,30,D1-5,Quality Hold,97,True,None
PUT000370,2026-05-06,07:33,S005,EMP0038,Amit Verma,PROD00135,SKU000135,11,31,D1-2,Quality Hold,99,True,None
PUT000371,2026-06-04,15:28,S005,EMP0005,Rohan Singh,PROD00049,SKU000049,30,22,C8-2,Quality Hold,42,True,None
PUT000372,2026-04-26,20:05,S005,EMP0013,Rohan Joshi,PROD00119,SKU000119,37,10,B10-5,Partial,55,True,None
PUT000373,2026-05-27,12:56,S001,EMP0009,Kunal Mehta,PROD00117,SKU000117,34,8,C6-2,Completed,16,True,None
PUT000374,2026-05-27,18:46,S003,EMP0003,Pooja Reddy,PROD00135,SKU000135,37,42,B7-5,Quality Hold,10,False,None
PUT000375,2026-06-11,10:11,S005,EMP0013,Rohan Joshi,PROD00042,SKU000042,50,6,D5-3,Quality Hold,41,True,None
PUT000376,2026-07-08,14:00,S002,EMP0017,Kunal Mehta,PROD00001,SKU000001,34,34,D9-1,Quality Hold,35,True,None
PUT000377,2026-04-30,20:05,S004,EMP0027,Anjali Gupta,PROD00105,SKU000105,43,41,A4-5,Delayed,84,True,None
PUT000378,2026-06-27,07:41,S001,EMP0009,Kunal Mehta,PROD00038,SKU000038,27,5,B1-5,Delayed,47,True,None
PUT000379,2026-07-10,15:39,S004,EMP0010,Kunal Verma,PROD00042,SKU000042,47,47,E10-5,Partial,63,False,None
PUT000380,2026-06-07,16:23,S001,EMP0008,Anjali Sharma,PROD00077,SKU000077,29,7,D9-1,Delayed,65,True,None
PUT000381,2026-04-26,19:33,S003,EMP0015,Disha Verma,PROD00135,SKU000135,18,47,B10-1,Completed,78,False,None
PUT000382,2026-05-17,19:38,S001,EMP0039,Suresh Reddy,PROD00074,SKU000074,25,19,E10-5,Delayed,21,True,None
PUT000383,2026-05-21,11:56,S005,EMP0025,Rajesh Sharma,PROD00127,SKU000127,44,17,C4-1,Completed,8,True,None
PUT000384,2026-07-08,07:21,S002,EMP0031,Neha Mehta,PROD00106,SKU000106,27,38,B1-2,Delayed,37,True,None
PUT000385,2026-06-15,06:07,S005,EMP0038,Amit Verma,PROD00083,SKU000083,48,24,C7-5,Completed,111,True,None
PUT000386,2026-06-11,21:51,S003,EMP0036,Disha Mehta,PROD00123,SKU000123,7,44,B8-2,Quality Hold,119,True,None
PUT000387,2026-05-25,22:19,S004,EMP0032,Pooja Sharma,PROD00015,SKU000015,41,49,C9-5,Completed,31,True,None
PUT000388,2026-06-11,14:53,S003,EMP0003,Pooja Reddy,PROD00039,SKU000039,6,24,D9-2,Quality Hold,28,True,None
PUT000389,2026-06-14,14:26,S003,EMP0036,Disha Mehta,PROD00009,SKU000009,10,34,B6-4,Delayed,32,True,None
PUT000390,2026-07-01,12:58,S001,EMP0030,Pooja Reddy,PROD00010,SKU000010,10,31,E1-4,Partial,29,True,None
PUT000391,2026-05-17,10:49,S003,EMP0040,Neha Verma,PROD00084,SKU000084,11,36,B4-1,Quality Hold,54,False,None
PUT000392,2026-07-09,08:21,S001,EMP0029,Pooja Verma,PROD00012,SKU000012,34,5,A9-3,Completed,78,False,None
PUT000393,2026-05-03,12:18,S002,EMP0026,Priya Sharma,PROD00052,SKU000052,22,37,C8-1,Delayed,24,True,None
PUT000394,2026-07-09,23:22,S001,EMP0008,Anjali Sharma,PROD00053,SKU000053,40,23,C3-3,Partial,26,True,None
PUT000395,2026-05-06,07:08,S003,EMP0023,Vikram Reddy,PROD00114,SKU000114,6,33,A2-4,Completed,16,True,None
PUT000396,2026-07-01,15:21,S005,EMP0025,Rajesh Sharma,PROD00092,SKU000092,17,48,E2-4,Partial,16,True,None
PUT000397,2026-07-11,21:14,S004,EMP0011,Disha Reddy,PROD00120,SKU000120,19,12,E5-3,Quality Hold,28,True,None
PUT000398,2026-06-11,06:04,S003,EMP0021,Disha Singh,PROD00125,SKU000125,35,10,C8-4,Partial,41,False,None
PUT000399,2026-05-07,09:25,S005,EMP0013,Rohan Joshi,PROD00131,SKU000131,50,9,C9-1,Delayed,73,True,None
PUT000400,2026-05-09,23:10,S004,EMP0010,Kunal Verma,PROD00063,SKU000063,35,27,A6-2,Quality Hold,105,True,None
PUT000401,2026-06-10,08:47,S005,EMP0016,Sneha Kulkarni,PROD00045,SKU000045,50,39,D2-5,Quality Hold,46,True,None
PUT000402,2026-05-28,08:38,S002,EMP0024,Anjali Gupta,PROD00104,SKU000104,11,46,E7-3,Quality Hold,87,True,None
PUT000403,2026-07-12,06:48,S002,EMP0012,Neha Singh,PROD00149,SKU000149,14,45,B8-5,Delayed,54,True,None
PUT000404,2026-05-27,15:36,S002,EMP0017,Kunal Mehta,PROD00082,SKU000082,48,22,D6-1,Completed,83,True,None
PUT000405,2026-07-07,23:03,S003,EMP0003,Pooja Reddy,PROD00095,SKU000095,5,48,E6-1,Delayed,115,True,None
PUT000406,2026-05-29,18:25,S005,EMP0022,Sneha Singh,PROD00082,SKU000082,29,30,E4-2,Quality Hold,22,True,None
PUT000407,2026-06-04,10:18,S003,EMP0040,Neha Verma,PROD00107,SKU000107,47,11,B1-1,Completed,23,False,None
PUT000408,2026-04-30,10:41,S004,EMP0010,Kunal Verma,PROD00022,SKU000022,31,32,E7-5,Partial,63,True,None
PUT000409,2026-05-14,13:11,S004,EMP0027,Anjali Gupta,PROD00091,SKU000091,32,41,A10-4,Partial,96,True,None
PUT000410,2026-06-01,07:36,S005,EMP0020,Disha Mehta,PROD00009,SKU000009,35,48,C2-5,Quality Hold,93,True,None
PUT000411,2026-05-17,08:33,S003,EMP0021,Disha Singh,PROD00133,SKU000133,44,8,B8-1,Delayed,83,True,None
PUT000412,2026-05-16,22:57,S001,EMP0039,Suresh Reddy,PROD00117,SKU000117,35,39,C7-3,Delayed,42,True,None
PUT000413,2026-04-26,14:03,S005,EMP0019,Vikram Yadav,PROD00145,SKU000145,45,33,E3-5,Completed,89,True,None
PUT000414,2026-05-05,08:08,S001,EMP0029,Pooja Verma,PROD00125,SKU000125,37,7,C5-2,Delayed,40,True,Damaged items separated
