damage_id,report_date,report_time,reported_by_emp_id,reported_by_emp_name,reported_by_role,store_id,product_id,sku,product_name,quantity_damaged,unit_price,total_loss_value,damage_reason,damage_date,days_before_reported,category,severity,approver,status,notes
DMG000116,2026-07-15,12:12,EMP0009,Kunal Mehta,Team Lead - Inventory,S001,PROD00034,SKU000034,Beverages - Product 4,18,263.69,3427.97,Manufacturing Defect,2026-06-20,25,Beverages,Low,AMGR_001,Approved,None
DMG000117,2026-06-22,10:20,EMP0018,Rohan Singh,Team Lead - Putaway,S001,PROD00138,SKU000138,Household - Product 18,8,92.4,184.8,Spillage/Leakage,2026-06-13,9,Household,Low,AMGR_001,Approved,None
DMG000118,2026-06-27,22:24,EMP0039,Suresh Reddy,Store Manager,S001,PROD00017,SKU000017,Snacks & Chips - Product 17,17,356.87,4282.44,Handling Error,2026-06-22,5,Snacks & Chips,Low,MGR_002,Approved,None
DMG000119,2026-06-06,14:37,EMP0025,Rajesh Sharma,Assistant Manager,S005,PROD00127,SKU000127,Household - Product 7,13,137.11,2605.09,Packaging Damaged,2026-05-22,15,Household,Low,MGR_001,Approved,None
DMG000120,2026-06-23,18:36,EMP0010,Kunal Verma,Assistant Manager,S004,PROD00079,SKU000079,Fruits & Vegetables - Product 14,6,156.79,1881.48,Spillage/Leakage,2026-06-10,13,Fruits & Vegetables,Low,MGR_001,Approved,None
DMG000121,2026-07-13,13:37,EMP0021,Disha Singh,Assistant Manager,S003,PROD00133,SKU000133,Household - Product 13,2,376.95,5654.25,Pest Damage,2026-07-02,11,Household,Medium,MGR_002,Approved,None
DMG000122,2026-05-25,21:20,EMP0027,Anjali Gupta,Team Lead - Inventory,S004,PROD00095,SKU000095,Bakery - Product 5,9,394.46,5127.98,Packaging Damaged,2026-04-30,25,Bakery,Low,MGR_002,Approved,None
DMG000123,2026-05-02,22:32,EMP0030,Pooja Reddy,Warehouse Associate,S001,PROD00022,SKU000022,Snacks & Chips - Product 22,18,121.27,363.81,Spillage/Leakage,2026-04-23,9,Snacks & Chips,Low,MGR_001,Approved,None
DMG000124,2026-06-07,16:16,EMP0018,Rohan Singh,Team Lead - Putaway,S001,PROD00086,SKU000086,Fruits & Vegetables - Product 21,10,140.54,1264.86,Wrong Item Received,2026-06-01,6,Fruits & Vegetables,Medium,AMGR_001,Approved,None
DMG000125,2026-05-15,17:50,EMP0003,Pooja Reddy,Team Lead - Putaway,S003,PROD00077,SKU000077,Fruits & Vegetables - Product 12,13,278.06,3614.78,Shelf Life Expired,2026-05-06,9,Fruits & Vegetables,Medium,MGR_001,Approved,None
DMG000126,2026-05-19,12:30,EMP0031,Neha Mehta,Warehouse Associate,S002,PROD00059,SKU000059,Dairy & Milk - Product 9,8,67.0,1139.0,Shelf Life Expired,2026-05-12,7,Dairy & Milk,Low,MGR_002,Approved,None
DMG000127,2026-07-13,19:13,EMP0040,Neha Verma,Team Lead - Inventory,S003,PROD00049,SKU000049,Beverages - Product 19,15,52.35,785.25,Pest Damage,2026-06-30,13,Beverages,Low,MGR_002,Approved,None
DMG000128,2026-07-07,17:21,EMP0036,Disha Mehta,Quality Checker,S003,PROD00003,SKU000003,Snacks & Chips - Product 3,8,303.44,4248.16,Temperature Breach,2026-06-22,15,Snacks & Chips,Medium,MGR_002,Approved,None
DMG000129,2026-06-12,07:59,EMP0005,Rohan Singh,Quality Checker,S005,PROD00146,SKU000146,Frozen Foods - Product 6,5,181.34,906.7,Manufacturing Defect,2026-05-18,25,Frozen Foods,Low,AMGR_001,Approved,None
DMG000130,2026-05-11,18:04,EMP0027,Anjali Gupta,Team Lead - Inventory,S004,PROD00053,SKU000053,Dairy & Milk - Product 3,18,65.28,848.64,Wrong Item Received,2026-04-11,30,Dairy & Milk,Low,MGR_001,Approved,None
DMG000131,2026-05-27,23:11,EMP0003,Pooja Reddy,Team Lead - Putaway,S003,PROD00044,SKU000044,Beverages - Product 14,2,211.52,4230.4,Handling Error,2026-05-24,3,Beverages,Low,MGR_001,Approved,None
DMG000132,2026-06-04,22:04,EMP0014,Sneha Joshi,Assistant Manager,S003,PROD00060,SKU000060,Dairy & Milk - Product 10,15,485.12,970.24,Manufacturing Defect,2026-05-26,9,Dairy & Milk,Low,MGR_001,Approved,None
DMG000133,2026-06-01,23:26,EMP0010,Kunal Verma,Assistant Manager,S004,PROD00029,SKU000029,Snacks & Chips - Product 29,16,204.69,614.07,Temperature Breach,2026-05-28,4,Snacks & Chips,Low,MGR_001,Approved,None
DMG000134,2026-05-29,15:37,EMP0010,Kunal Verma,Assistant Manager,S004,PROD00148,SKU000148,Frozen Foods - Product 8,7,32.94,559.98,Handling Error,2026-04-29,30,Frozen Foods,Low,MGR_001,Approved,None
DMG000135,2026-05-27,16:58,EMP0033,Sneha Verma,Assistant Manager,S001,PROD00064,SKU000064,Dairy & Milk - Product 14,19,354.36,5669.76,Handling Error,2026-05-11,16,Dairy & Milk,Low,AMGR_001,Approved,None
DMG000136,2026-07-12,15:25,EMP0036,Disha Mehta,Quality Checker,S003,PROD00117,SKU000117,Personal Care - Product 15,20,164.46,986.76,Temperature Breach,2026-07-01,11,Personal Care,Low,MGR_001,Approved,None
DMG000137,2026-05-29,09:25,EMP0027,Anjali Gupta,Team Lead - Inventory,S004,PROD00047,SKU000047,Beverages - Product 17,2,285.88,2287.04,Product Crushed,2026-05-07,22,Beverages,Low,AMGR_001,Approved,None
DMG000138,2026-04-29,23:07,EMP0018,Rohan Singh,Team Lead - Putaway,S001,PROD00127,SKU000127,Household - Product 7,12,137.11,411.33,Product Expired,2026-04-16,13,Household,Low,MGR_002,Approved,None
DMG000139,2026-07-02,20:01,EMP0014,Sneha Joshi,Assistant Manager,S003,PROD00130,SKU000130,Household - Product 10,3,239.1,3586.5,Temperature Breach,2026-07-01,1,Household,Low,AMGR_001,Approved,None
DMG000140,2026-06-03,10:20,EMP0004,Priya Reddy,Assistant Manager,S001,PROD00065,SKU000065,Dairy & Milk - Product 15,15,111.15,1778.4,Handling Error,2026-05-31,3,Dairy & Milk,Low,MGR_001,Approved,None
DMG000141,2026-06-22,14:53,EMP0010,Kunal Verma,Assistant Manager,S004,PROD00121,SKU000121,Household - Product 1,6,267.42,1604.52,Packaging Damaged,2026-05-27,26,Household,Medium,MGR_001,Approved,None
DMG000142,2026-07-08,06:43,EMP0022,Sneha Singh,Quality Checker,S005,PROD00044,SKU000044,Beverages - Product 14,9,211.52,1057.6,Handling Error,2026-07-06,2,Beverages,Low,MGR_001,Approved,None
DMG000143,2026-07-19,07:53,EMP0016,Sneha Kulkarni,Assistant Manager,S005,PROD00114,SKU000114,Personal Care - Product 12,17,168.46,673.84,Temperature Breach,2026-06-27,22,Personal Care,Medium,MGR_002,Approved,None
DMG000144,2026-05-08,12:59,EMP0004,Priya Reddy,Assistant Manager,S001,PROD00097,SKU000097,Bakery - Product 7,8,443.08,5316.96,Wrong Item Received,2026-04-14,24,Bakery,Low,MGR_001,Under Review,None
DMG000145,2026-07-20,08:14,EMP0030,Pooja Reddy,Warehouse Associate,S001,PROD00050,SKU000050,Beverages - Product 20,4,266.79,1600.74,Product Crushed,2026-06-29,21,Beverages,Low,MGR_002,Approved,None
DMG000146,2026-06-12,12:59,EMP0023,Vikram Reddy,Quality Checker,S003,PROD00049,SKU000049,Beverages - Product 19,18,52.35,680.55,Temperature Breach,2026-05-24,19,Beverages,Low,MGR_001,Approved,None
DMG000147,2026-06-08,16:00,EMP0014,Sneha Joshi,Assistant Manager,S003,PROD00004,SKU000004,Snacks & Chips - Product 4,13,124.95,874.65,Handling Error,2026-05-27,12,Snacks & Chips,Low,MGR_001,Approved,None
DMG000148,2026-05-05,12:26,EMP0003,Pooja Reddy,Team Lead - Putaway,S003,PROD00018,SKU000018,Snacks & Chips - Product 18,10,276.39,5527.8,Handling Error,2026-04-07,28,Snacks & Chips,Low,AMGR_001,Approved,None
DMG000149,2026-07-02,18:43,EMP0003,Pooja Reddy,Team Lead - Putaway,S003,PROD00084,SKU000084,Fruits & Vegetables - Product 19,5,155.24,1707.64,Product Crushed,2026-06-12,20,Fruits & Vegetables,Medium,AMGR_001,Approved,None
DMG000150,2026-05-23,20:24,EMP0030,Pooja Reddy,Warehouse Associate,S001,PROD00005,SKU000005,Snacks & Chips - Product 5,17,289.4,2315.2,Pest Damage,2026-05-04,19,Snacks & Chips,Medium,AMGR_001,Rejected,None
DMG000151,2026-07-21,19:48,EMP0007,Vikram Kulkarni,Store Manager,S005,PROD00080,SKU000080,Fruits & Vegetables - Product 15,8,313.61,6272.2,Product Expired,2026-07-14,7,Fruits & Vegetables,Low,MGR_001,Approved,None
DMG000152,2026-06-16,07:15,EMP0012,Neha Singh,Store Manager,S002,PROD00097,SKU000097,Bakery - Product 7,20,443.08,6646.2,Manufacturing Defect,2026-06-10,6,Bakery,Low,MGR_002,Approved,None
DMG000153,2026-07-18,06:14,EMP0022,Sneha Singh,Quality Checker,S005,PROD00074,SKU000074,Fruits & Vegetables - Product 9,11,147.49,1622.39,Wrong Item Received,2026-06-24,24,Fruits & Vegetables,Low,AMGR_001,Approved,None
DMG000154,2026-06-22,11:28,EMP0031,Neha Mehta,Warehouse Associate,S002,PROD00134,SKU000134,Household - Product 14,1,380.85,1142.55,Handling Error,2026-06-12,10,Household,Low,MGR_001,Approved,None
DMG000155,2026-07-05,23:53,EMP0012,Neha Singh,Store Manager,S002,PROD00024,SKU000024,Snacks & Chips - Product 24,7,147.14,1177.12,Pest Damage,2026-06-30,5,Snacks & Chips,Low,MGR_002,Approved,None
DMG000156,2026-07-02,13:19,EMP0017,Kunal Mehta,Quality Checker,S002,PROD00109,SKU000109,Personal Care - Product 7,10,451.76,8583.44,Handling Error,2026-06-27,5,Personal Care,Medium,MGR_001,Approved,None
DMG000157,2026-07-13,21:28,EMP0021,Disha Singh,Assistant Manager,S003,PROD00097,SKU000097,Bakery - Product 7,14,443.08,7532.36,Shelf Life Expired,2026-07-08,5,Bakery,Low,MGR_001,Approved,Escalated to vendor
DMG000158,2026-06-05,15:38,EMP0035,Neha Verma,Team Lead - Inventory,S004,PROD00022,SKU000022,Snacks & Chips - Product 22,18,121.27,606.35,Pest Damage,2026-05-12,24,Snacks & Chips,Low,MGR_002,Approved,None
DMG000159,2026-06-14,21:04,EMP0011,Disha Reddy,Team Lead - Inventory,S004,PROD00097,SKU000097,Bakery - Product 7,11,443.08,2215.4,Handling Error,2026-05-28,17,Bakery,Low,MGR_001,Approved,Verified and written off
DMG000160,2026-07-22,19:25,EMP0020,Disha Mehta,Team Lead - Putaway,S005,PROD00126,SKU000126,Household - Product 6,12,364.81,4742.53,Handling Error,2026-07-10,12,Household,Low,AMGR_001,Approved,None
DMG000161,2026-06-01,11:12,EMP0008,Anjali Sharma,Warehouse Associate,S001,PROD00099,SKU000099,Bakery - Product 9,14,96.41,867.69,Manufacturing Defect,2026-05-03,29,Bakery,Low,AMGR_001,Approved,None
DMG000162,2026-04-26,18:59,EMP0036,Disha Mehta,Quality Checker,S003,PROD00015,SKU000015,Snacks & Chips - Product 15,14,202.46,1619.68,Wrong Item Received,2026-04-06,20,Snacks & Chips,Low,MGR_001,Approved,None
DMG000163,2026-04-24,20:43,EMP0009,Kunal Mehta,Team Lead - Inventory,S001,PROD00067,SKU000067,Fruits & Vegetables - Product 2,5,44.07,396.63,Wrong Item Received,2026-04-05,19,Fruits & Vegetables,Medium,AMGR_001,Approved,Partial recovery
DMG000164,2026-07-09,08:33,EMP0033,Sneha Verma,Assistant Manager,S001,PROD00102,SKU000102,Bakery - Product 12,7,336.82,4715.48,Product Crushed,2026-06-17,22,Bakery,Low,MGR_002,Approved,None
DMG000165,2026-05-16,19:48,EMP0028,Rohan Mehta,Store Manager,S004,PROD00079,SKU000079,Fruits & Vegetables - Product 14,3,156.79,627.16,Shelf Life Expired,2026-04-23,23,Fruits & Vegetables,Low,MGR_001,Approved,None
DMG000166,2026-06-27,11:52,EMP0032,Pooja Sharma,Team Lead - Putaway,S004,PROD00079,SKU000079,Fruits & Vegetables - Product 14,16,156.79,156.79,Product Expired,2026-06-27,0,Fruits & Vegetables,Low,AMGR_001,Approved,None
DMG000167,2026-05-31,11:23,EMP0036,Disha Mehta,Quality Checker,S003,PROD00111,SKU000111,Personal Care - Product 9,6,349.69,1748.45,Wrong Item Received,2026-05-26,5,Personal Care,Low,MGR_001,Approved,None
DMG000168,2026-05-27,07:47,EMP0016,Sneha Kulkarni,Assistant Manager,S005,PROD00048,SKU000048,Beverages - Product 18,6,54.08,378.56,Spillage/Leakage,2026-05-21,6,Beverages,Low,MGR_002,Approved,None
DMG000169,2026-07-10,18:07,EMP0006,Kunal Reddy,Store Manager,S002,PROD00076,SKU000076,Fruits & Vegetables - Product 11,9,318.16,954.48,Manufacturing Defect,2026-07-08,2,Fruits & Vegetables,Low,AMGR_001,Approved,None
DMG000170,2026-05-22,06:42,EMP0004,Priya Reddy,Assistant Manager,S001,PROD00016,SKU000016,Snacks & Chips - Product 16,19,98.07,196.14,Product Expired,2026-05-14,8,Snacks & Chips,Low,AMGR_001,Approved,None
DMG000171,2026-05-07,16:38,EMP0019,Vikram Yadav,Team Lead - Putaway,S005,PROD00125,SKU000125,Household - Product 5,14,238.6,2624.6,Manufacturing Defect,2026-04-22,15,Household,Medium,MGR_002,Approved,None
DMG000172,2026-06-07,16:51,EMP0027,Anjali Gupta,Team Lead - Inventory,S004,PROD00015,SKU000015,Snacks & Chips - Product 15,4,202.46,202.46,Handling Error,2026-05-27,11,Snacks & Chips,Medium,MGR_002,Approved,None
DMG000173,2026-05-07,20:39,EMP0029,Pooja Verma,Assistant Manager,S001,PROD00064,SKU000064,Dairy & Milk - Product 14,16,354.36,6024.12,Temperature Breach,2026-04-26,11,Dairy & Milk,Medium,MGR_001,Approved,None
DMG000174,2026-06-12,16:43,EMP0030,Pooja Reddy,Warehouse Associate,S001,PROD00012,SKU000012,Snacks & Chips - Product 12,15,160.73,1285.84,Shelf Life Expired,2026-05-18,25,Snacks & Chips,Low,MGR_002,Approved,None
DMG000175,2026-06-09,18:18,EMP0027,Anjali Gupta,Team Lead - Inventory,S004,PROD00026,SKU000026,Snacks & Chips - Product 26,20,211.71,1481.97,Product Crushed,2026-05-17,23,Snacks & Chips,Low,AMGR_001,Approved,None
DMG000176,2026-07-07,23:55,EMP0035,Neha Verma,Team Lead - Inventory,S004,PROD00023,SKU000023,Snacks & Chips - Product 23,15,334.61,2007.66,Handling Error,2026-06-28,9,Snacks & Chips,Low,MGR_002,Approved,None
DMG000177,2026-06-22,19:45,EMP0012,Neha Singh,Store Manager,S002,PROD00023,SKU000023,Snacks & Chips - Product 23,1,334.61,2007.66,Manufacturing Defect,2026-06-19,3,Snacks & Chips,Low,MGR_002,Approved,None
DMG000178,2026-06-21,10:59,EMP0032,Pooja Sharma,Team Lead - Putaway,S004,PROD00032,SKU000032,Beverages - Product 2,18,73.55,1176.8,Product Expired,2026-05-31,21,Beverages,Medium,MGR_002,Approved,None
DMG000179,2026-05-08,18:41,EMP0030,Pooja Reddy,Warehouse Associate,S001,PROD00097,SKU000097,Bakery - Product 7,18,443.08,6203.12,Wrong Item Received,2026-04-09,29,Bakery,Low,MGR_002,Approved,None
DMG000180,2026-07-12,12:47,EMP0008,Anjali Sharma,Warehouse Associate,S001,PROD00088,SKU000088,Fruits & Vegetables - Product 23,4,390.14,7412.66,Manufacturing Defect,2026-06-19,23,Fruits & Vegetables,Low,MGR_002,Approved,None
DMG000181,2026-07-23,18:27,EMP0003,Pooja Reddy,Team Lead - Putaway,S003,PROD00138,SKU000138,Household - Product 18,11,92.4,1108.8,Product Crushed,2026-07-17,6,Household,Low,AMGR_001,Approved,None
DMG000182,2026-06-25,20:20,EMP0033,Sneha Verma,Assistant Manager,S001,PROD00003,SKU000003,Snacks & Chips - Product 3,5,303.44,3034.4,Wrong Item Received,2026-06-08,17,Snacks & Chips,Low,AMGR_001,Approved,None
DMG000183,2026-05-08,16:19,EMP0014,Sneha Joshi,Assistant Manager,S003,PROD00009,SKU000009,Snacks & Chips - Product 9,17,64.52,258.08,Spillage/Leakage,2026-04-19,19,Snacks & Chips,Medium,AMGR_001,Approved,None
DMG000184,2026-06-26,16:09,EMP0011,Disha Reddy,Team Lead - Inventory,S004,PROD00097,SKU000097,Bakery - Product 7,7,443.08,3544.64,Packaging Damaged,2026-06-25,1,Bakery,Low,MGR_002,Approved,None
DMG000185,2026-04-30,16:27,EMP0001,Pooja Gupta,Assistant Manager,S002,PROD00141,SKU000141,Frozen Foods - Product 1,16,206.95,2483.4,Temperature Breach,2026-04-18,12,Frozen Foods,Low,MGR_001,Approved,None
DMG000186,2026-06-17,23:25,EMP0036,Disha Mehta,Quality Checker,S003,PROD00050,SKU000050,Beverages - Product 20,4,266.79,1333.95,Manufacturing Defect,2026-05-26,22,Beverages,Medium,MGR_001,Approved,None
DMG000187,2026-05-01,21:18,EMP0012,Neha Singh,Store Manager,S002,PROD00114,SKU000114,Personal Care - Product 12,5,168.46,1179.22,Wrong Item Received,2026-04-09,22,Personal Care,Low,AMGR_001,Rejected,None
DMG000188,2026-05-11,19:43,EMP0009,Kunal Mehta,Team Lead - Inventory,S001,PROD00097,SKU000097,Bakery - Product 7,6,443.08,886.16,Product Expired,2026-04-11,30,Bakery,Low,MGR_002,Approved,None
DMG000189,2026-07-08,18:15,EMP0020,Disha Mehta,Team Lead - Putaway,S005,PROD00112,SKU000112,Personal Care - Product 10,2,227.02,908.08,Wrong Item Received,2026-07-04,4,Personal Care,Low,MGR_002,Approved,None
DMG000190,2026-05-08,20:55,EMP0031,Neha Mehta,Warehouse Associate,S002,PROD00023,SKU000023,Snacks & Chips - Product 23,13,334.61,3011.49,Handling Error,2026-04-14,24,Snacks & Chips,Low,MGR_001,Approved,None
DMG000191,2026-07-13,06:37,EMP0039,Suresh Reddy,Store Manager,S001,PROD00131,SKU000131,Household - Product 11,19,305.82,5810.58,Handling Error,2026-07-06,7,Household,Low,AMGR_001,Approved,None
DMG000192,2026-06-30,10:06,EMP0027,Anjali Gupta,Team Lead - Inventory,S004,PROD00112,SKU000112,Personal Care - Product 10,11,227.02,681.06,Pest Damage,2026-06-21,9,Personal Care,Low,MGR_002,Under Review,None
DMG000193,2026-05-13,22:53,EMP0038,Amit Verma,Assistant Manager,S005,PROD00126,SKU000126,Household - Product 6,19,364.81,6566.58,Product Expired,2026-05-11,2,Household,Low,AMGR_001,Approved,None
DMG000194,2026-05-08,16:07,EMP0001,Pooja Gupta,Assistant Manager,S002,PROD00143,SKU000143,Frozen Foods - Product 3,2,381.67,1908.35,Shelf Life Expired,2026-04-24,14,Frozen Foods,Low,AMGR_001,Approved,None
DMG000195,2026-05-13,09:32,EMP0040,Neha Verma,Team Lead - Inventory,S003,PROD00009,SKU000009,Snacks & Chips - Product 9,10,64.52,774.24,Pest Damage,2026-05-11,2,Snacks & Chips,Low,MGR_002,Approved,None
DMG000196,2026-06-15,10:36,EMP0029,Pooja Verma,Assistant Manager,S001,PROD00137,SKU000137,Household - Product 17,16,181.21,1993.31,Pest Damage,2026-06-01,14,Household,Low,AMGR_001,Approved,None
DMG000197,2026-06-27,12:09,EMP0004,Priya Reddy,Assistant Manager,S001,PROD00061,SKU000061,Dairy & Milk - Product 11,10,253.11,1771.77,Product Crushed,2026-06-26,1,Dairy & Milk,Medium,AMGR_001,Approved,None
DMG000198,2026-06-08,23:16,EMP0014,Sneha Joshi,Assistant Manager,S003,PROD00109,SKU000109,Personal Care - Product 7,9,451.76,5872.88,Product Crushed,2026-06-06,2,Personal Care,Low,MGR_002,Approved,None
DMG000199,2026-04-28,12:04,EMP0032,Pooja Sharma,Team Lead - Putaway,S004,PROD00037,SKU000037,Beverages - Product 7,9,460.88,3226.16,Manufacturing Defect,2026-04-11,17,Beverages,Low,AMGR_001,Approved,None
DMG000200,2026-05-07,19:24,EMP0031,Neha Mehta,Warehouse Associate,S002,PROD00040,SKU000040,Beverages - Product 10,1,371.32,7426.4,Wrong Item Received,2026-04-27,10,Beverages,Low,MGR_002,Approved,None
